movie_id,actor_id,actor_name,is_director,title,return
429,190.0,Clint Eastwood,True,"The Good, the Bad and the Ugly",5.0
28,3.0,Harrison Ford,False,Apocalypse Now,2.8400120952380954
1892,3.0,Harrison Ford,False,Return of the Jedi,17.7032457496136
10705,7056.0,Emma Thompson,False,Henry V,0.0
703,1243.0,Woody Allen,True,Annie Hall,9.56285625
9277,4135.0,Robert Redford,True,The Sting,29.02115036363636
9665,5292.0,Denzel Washington,True,Glory,1.4904647222222225
696,1243.0,Woody Allen,True,Manhattan,0.0
696,5064.0,Meryl Streep,False,Manhattan,0.0
11778,5064.0,Meryl Streep,False,The Deer Hunter,3.333333333333333
33,190.0,Clint Eastwood,True,Unforgiven,11.368389071428572
89,3.0,Harrison Ford,False,Indiana Jones and the Last Crusade,9.878579291666666
642,4135.0,Robert Redford,True,Butch Cassidy and the Sundance Kid,17.0514815
6114,6384.0,Keanu Reeves,True,Dracula,5.3965673
1598,4431.0,Jessica Lange,False,Cape Fear,5.208571428571428
377,85.0,Johnny Depp,True,A Nightmare on Elm Street,14.169173888888889
21539,5292.0,Denzel Washington,True,The Preacher's Wife,1.202330275
11967,500.0,Tom Cruise,False,Young Guns,3.440511076923077
9390,500.0,Tom Cruise,False,Jerry Maguire,5.47105184
2322,4135.0,Robert Redford,True,Sneakers,0.0
26949,18277.0,Sandra Bullock,False,In Love and War,0.0
9819,5064.0,Meryl Streep,False,Marvin's Room,0.5566654347826087
9819,6193.0,Leonardo DiCaprio,False,Marvin's Room,0.5566654347826087
4104,85.0,Johnny Depp,True,Benny & Joon,0.0
66,190.0,Clint Eastwood,True,Absolute Power,1.0013662
9366,85.0,Johnny Depp,True,Donnie Brasco,1.1987142
4477,3.0,Harrison Ford,False,The Devil's Own,1.5645283
4477,287.0,Brad Pitt,False,The Devil's Own,1.5645283
1639,18277.0,Sandra Bullock,False,Speed 2: Cruise Control,1.0281754125
34941,6384.0,Keanu Reeves,True,The Last Time I Committed Suicide,0.0
607,2888.0,Will Smith,False,Men in Black,6.548783766666666
686,1038.0,Jodie Foster,True,Contact,1.901336988888889
9772,3.0,Harrison Ford,False,Air Force One,3.70772245882353
468,6384.0,Keanu Reeves,True,My Own Private Idaho,0.0
978,287.0,Brad Pitt,False,Seven Years in Tibet,1.8779668857142853
66588,4431.0,Jessica Lange,False,A Thousand Acres,0.0
1813,6384.0,Keanu Reeves,True,The Devil's Advocate,2.683239649122807
9281,3.0,Harrison Ford,False,Witness,5.72558275
2639,1243.0,Woody Allen,True,Deconstructing Harry,0.53434205
597,6193.0,Leonardo DiCaprio,False,Titanic,9.22517094
547,4135.0,Robert Redford,True,The Horse Whisperer,3.11472605
25994,7056.0,Emma Thompson,False,The Winter Guest,0.0
9411,5292.0,Denzel Washington,True,Fallen,0.0
17941,4431.0,Jessica Lange,False,Hush,0.0
9313,6193.0,Leonardo DiCaprio,False,The Man in the Iron Mask,0.0
9440,7056.0,Emma Thompson,False,Primary Colors,0.0
9469,5292.0,Denzel Washington,True,He Got Game,0.86271412
76330,1243.0,Woody Allen,True,Wild Man Blues,0.0
1878,85.0,Johnny Depp,True,Fear and Loathing in Las Vegas,0.5773121621621622
9715,18277.0,Sandra Bullock,False,Hope Floats,0.0
6068,3.0,Harrison Ford,False,Six Days Seven Nights,2.342857142857143
50043,4431.0,Jessica Lange,False,Cousin Bette,0.0
12102,5064.0,Meryl Streep,False,Kramer vs. Kramer,13.2825
606,5064.0,Meryl Streep,False,Out of Africa,4.14513564516129
606,4135.0,Robert Redford,True,Out of Africa,4.14513564516129
380,500.0,Tom Cruise,False,Rain Man,16.512
11485,1243.0,Woody Allen,True,Take the Money and Run,0.0
11284,85.0,Johnny Depp,True,Freddy's Dead: The Final Nightmare,3.170184818181818
16084,1038.0,Jodie Foster,True,Freaky Friday,0.0
859,6384.0,Keanu Reeves,True,Dangerous Liaisons,2.47648
857,31.0,Tom Hanks,True,Saving Private Ryan,6.8834415571428575
14612,1038.0,Jodie Foster,True,Candleshoe,0.0
11974,31.0,Tom Hanks,True,The 'Burbs,2.0334444444444446
2619,31.0,Tom Hanks,True,Splash,8.72766675
227,500.0,Tom Cruise,False,The Outsiders,3.3697647
87,3.0,Harrison Ford,False,Indiana Jones and the Temple of Doom,11.892857142857142
11976,500.0,Tom Cruise,False,Legend,0.62008448
3525,3.0,Harrison Ford,False,Working Girl,3.684772678571429
91217,4431.0,Jessica Lange,False,Men Don't Leave,0.0
881,500.0,Tom Cruise,False,A Few Good Men,6.08100445
4478,4135.0,Robert Redford,True,Indecent Proposal,7.0161594473684215
53113,5064.0,Meryl Streep,False,One True Thing,0.0
11337,1243.0,Woody Allen,True,Stardust Memories,1.0389003
162,85.0,Johnny Depp,True,Edward Scissorhands,2.65
8916,1243.0,Woody Allen,True,Antz,2.86263105
28134,1243.0,Woody Allen,True,The Impostors,0.0
